Daily_Calories,Breakfast,Lunch,Dinner,Snacks,Water_Intake_L
2694,Low-carb breakfast: Eggs with vegetables,High-protein lunch: Grilled chicken salad,Balanced dinner: Fish with green vegetables,Sugar-free snacks: Nuts and seeds,1.6
3265,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.5
3008,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3
3662,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.5
3459,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.9
1405,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.8
2615,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.3
1899,Allergy-safe breakfast: Oatmeal with seeds,Safe lunch: Turkey and vegetable wrap,Safe dinner: Grilled chicken with rice,Safe snacks: Apple slices with sunflower butter,1.6
2594,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.2
2266,Allergy-safe breakfast: Oatmeal with seeds,Safe lunch: Turkey and vegetable wrap,Safe dinner: Grilled chicken with rice,Safe snacks: Apple slices with sunflower butter,2.7
1161,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.8
3481,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.7
2795,Vegetarian breakfast: Oatmeal with fruits,Vegetarian lunch: Quinoa bowl with vegetables,Vegetarian dinner: Lentil curry with rice,Vegetarian snacks: Mixed nuts and dried fruits,2.5
3555,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3
1554,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.9
4311,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3
2404,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.6
3103,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.1
2023,Low-carb breakfast: Eggs with vegetables,High-protein lunch: Grilled chicken salad,Balanced dinner: Fish with green vegetables,Sugar-free snacks: Nuts and seeds,1.6
3144,Vegan breakfast: Tofu scramble,Vegan lunch: Buddha bowl,Vegan dinner: Chickpea curry,Vegan snacks: Fresh fruits and seeds,2.3
4294,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.6
2331,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.8
2848,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.9
3659,Low-carb breakfast: Eggs with vegetables,High-protein lunch: Grilled chicken salad,Balanced dinner: Fish with green vegetables,Sugar-free snacks: Nuts and seeds,3.8
1859,Allergy-safe breakfast: Oatmeal with seeds,Safe lunch: Turkey and vegetable wrap,Safe dinner: Grilled chicken with rice,Safe snacks: Apple slices with sunflower butter,1.9
3074,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.3
2089,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.9
1975,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.1
3394,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.3
2564,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.4
3644,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.5
3572,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.6
3067,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2
2055,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.1
2029,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.6
3049,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.7
2306,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.6
3274,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.3
3372,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.3
3672,Low-carb breakfast: Eggs with vegetables,High-protein lunch: Grilled chicken salad,Balanced dinner: Fish with green vegetables,Sugar-free snacks: Nuts and seeds,2.9
2988,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.6
3684,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.8
3279,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.7
3241,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.1
2520,Allergy-safe breakfast: Oatmeal with seeds,Safe lunch: Turkey and vegetable wrap,Safe dinner: Grilled chicken with rice,Safe snacks: Apple slices with sunflower butter,2.6
2120,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.6
2579,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.8
3525,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.1
3296,Low-carb breakfast: Eggs with vegetables,High-protein lunch: Grilled chicken salad,Balanced dinner: Fish with green vegetables,Sugar-free snacks: Nuts and seeds,3.6
3996,Allergy-safe breakfast: Oatmeal with seeds,Safe lunch: Turkey and vegetable wrap,Safe dinner: Grilled chicken with rice,Safe snacks: Apple slices with sunflower butter,3.6
2526,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.1
3288,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.4
2159,Allergy-safe breakfast: Oatmeal with seeds,Safe lunch: Turkey and vegetable wrap,Safe dinner: Grilled chicken with rice,Safe snacks: Apple slices with sunflower butter,3.4
1908,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.4
3033,Vegetarian breakfast: Oatmeal with fruits,Vegetarian lunch: Quinoa bowl with vegetables,Vegetarian dinner: Lentil curry with rice,Vegetarian snacks: Mixed nuts and dried fruits,3.7
3439,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.7
3984,Low-carb breakfast: Eggs with vegetables,High-protein lunch: Grilled chicken salad,Balanced dinner: Fish with green vegetables,Sugar-free snacks: Nuts and seeds,3.4
2633,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.6
3246,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.4
1757,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.2
2467,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.6
1284,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.7
2435,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.5
3352,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.1
2565,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.6
2628,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2
1676,Allergy-safe breakfast: Oatmeal with seeds,Safe lunch: Turkey and vegetable wrap,Safe dinner: Grilled chicken with rice,Safe snacks: Apple slices with sunflower butter,2.2
2555,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.9
1804,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.8
2572,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.9
2555,Low-carb breakfast: Eggs with vegetables,High-protein lunch: Grilled chicken salad,Balanced dinner: Fish with green vegetables,Sugar-free snacks: Nuts and seeds,2.1
2753,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.8
2546,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.4
2003,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.9
2308,Low-carb breakfast: Eggs with vegetables,High-protein lunch: Grilled chicken salad,Balanced dinner: Fish with green vegetables,Sugar-free snacks: Nuts and seeds,1.6
1818,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.4
2796,Vegetarian breakfast: Oatmeal with fruits,Vegetarian lunch: Quinoa bowl with vegetables,Vegetarian dinner: Lentil curry with rice,Vegetarian snacks: Mixed nuts and dried fruits,2.1
2781,Low-carb breakfast: Eggs with vegetables,High-protein lunch: Grilled chicken salad,Balanced dinner: Fish with green vegetables,Sugar-free snacks: Nuts and seeds,2.9
2312,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.4
3462,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3
3250,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.5
4234,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.3
3022,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.7
3410,Vegetarian breakfast: Oatmeal with fruits,Vegetarian lunch: Quinoa bowl with vegetables,Vegetarian dinner: Lentil curry with rice,Vegetarian snacks: Mixed nuts and dried fruits,2.2
3768,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.3
1625,Vegan breakfast: Tofu scramble,Vegan lunch: Buddha bowl,Vegan dinner: Chickpea curry,Vegan snacks: Fresh fruits and seeds,2.7
2581,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.2
2910,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.3
3305,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.4
2662,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.7
3203,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.2
2955,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.7
3251,Low-carb breakfast: Eggs with vegetables,High-protein lunch: Grilled chicken salad,Balanced dinner: Fish with green vegetables,Sugar-free snacks: Nuts and seeds,3.5
3235,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.1
2585,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.4
3293,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.8
3217,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.1
3019,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.7
3233,Allergy-safe breakfast: Oatmeal with seeds,Safe lunch: Turkey and vegetable wrap,Safe dinner: Grilled chicken with rice,Safe snacks: Apple slices with sunflower butter,2.9
